,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
0,Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.498055472,4.826865367,9.833164022,17.71624331,29.22037376,37.89493697,45.77817474,60.32631999,65.45219346,70.66135885,74.88284241
1,Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.16395669,47.87802749,60.06734238,73.35038415,58.91235149,78.1845877,85.46824699999999,98.29153459,110.68653159999998,116.1572081,105.46996570000002
2,Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.63174063,9.738161173,17.83989624,28.01098233,36.98368954,42.84657348,48.10120904,59.82618856,61.40627578,61.87329711,63.4792082
3,Arab World,ARB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.83769437,26.79003996,38.84567204,52.5371804,62.92096882,76.15636661,87.62881811,98.87331388,105.0371746,110.01261029999999,109.1522643
4,Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.27228837,57.32899426,80.81882641,102.72152829999999,117.2211834,131.1294492,141.383022,149.09062240000003,156.56475600000002,162.5274217,158.73576200000002
5,Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.719510372999999,10.54901346,41.95135986,62.7586975,48.43008603,73.83377008,130.43223270000001,108.336201,111.91466319999999,112.42065520000001,115.9232102
6,Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,81.50958522,89.76286231,94.70140374,100.0646043,102.1940537,100.73901140000001,100.4263074,104.610551,105.585695,106.84349740000002,131.23054679999998
7,Austria,AUT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,97.54481697,105.17558559999999,112.124675,119.2569828,129.65515159999998,136.57901,145.6928199,154.426039,160.5397387,156.2304116,151.9112515
8,Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.969454675,6.28776238,13.20573922,23.46762823,30.16828408,34.35334451,44.94535882,55.19256723,62.82023906,74.42964608,75.92489163
9,Belize,BLZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.29761545,35.30450132,42.296180799999995,41.34020042,54.51721037,53.74564807,62.93070205,70.31965347,53.20712214,52.61072612,50.712565999999995
10,Benin,BEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.797473517999999,7.28722342,12.50317546,23.56334604,40.40173435,54.46885832,74.39604921,79.40049868,83.65431589,93.25782193,101.71106970000001
11,Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.0191215239999996,5.53491068,12.33202317,21.99686472,36.61427504,48.10756491,54.99993723,66.37918152,75.6097824,72.19831102,82.07006186
12,Bolivia,BOL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.60018982,25.88431131,30.21985533,33.63225131,51.23601575,64.68655431,70.68598048,80.90771949,90.44349501,97.69945273,96.33724828
13,Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.18941102,30.05546952,43.41214719,60.13830503,76.83593118,96.02329234,120.01024709999999,145.98386969999999,153.7856491,160.6410528,167.2975939
14,Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.65289881,46.31418452,53.11025849,63.67475185,78.5549801,87.54187651,100.8810115,119.00238529999999,125.0018521,135.3050481,138.9514906
15,Bulgaria,BGR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,61.07153717,81.27954474,108.27202209999999,130.8646368,138.97555580000002,140.4048536,138.0389827,142.8461575,148.1311121,145.1876887,137.70659530000003
16,Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.037679629,4.7202902060000005,7.354840819,13.05253397,20.62907931,25.3304628,36.72938024,48.02719397,60.60765215,66.37728295,71.73746951
17,Burundi,BDI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.3388771940000002,1.9690126319999999,2.4867645069999997,3.2419534710000004,5.572453585,10.31456575,18.174741600000004,20.06827414,22.81446021,24.96258806,30.46201036
