Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0,0,0.112598380583067,0.865196277129635,2.49805547198635,4.8268653672611,9.83316402199469,17.7162433091531,29.2203737639231,37.8949369729604,45.7781747410681,60.326319991974,65.4521934557507,70.6613588505821,74.8828424132874
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.0688407781641841,0.0990599213464225,0.168397958054474,0.331772023673718,0.901406013044683,11.9488728833469,26.0755314076865,33.9570628375448,39.1639566854891,47.8780274894951,60.0673423758473,73.3503841486794,58.9123514861522,78.1845877027214,85.4682469970411,98.2915345940227,110.686531631206,116.157208130034,105.469965746985
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.00179117846890674,0.0177774221384421,0.0173632605101748,0.016979454185661,0.0046882473741902,0.0160017940020255,0.0392022732761655,0.0573397027417539,0.0584028096942824,0.230206295214954,0.27112702998088,0.311040075087562,1.38226235815044,4.3841699905119,14.5912066595052,40.226713052948,60.8509107689772,78.532886659426,75.6646234971852,89.9583660658398,88.4448754843803,94.3144396353231,97.520894669298,100.787720546374,93.3107502183817
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,1.41137568804565,1.77427304090685,2.31628930453414,2.36411090517078,2.41071097429811,2.54814167667722,2.68341115225675,3.17080045095829,3.46302284343382,3.70599559955996,3.46677110115956,3.55227768662145,3.79669940265263,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,1.30721173434741,1.2786256413619,1.25025914172261,4.42415510383061,8.53844478327162,13.446715556249,22.1273060706281,32.1453092815679,35.9990213917644,43.2779411764706,45.771158168037,68.6025144428434,73.8249430812042,79.4848749738375,84.2776359661443,78.1171578999164,80.2836098988358,82.0618111087097,84.0681838602436,83.5343222243627,81.5020418580909,80.7026180918478,82.6431948897733
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.00967274806993502,0.0155320863611251,0.0164725973304149,0.0264858220944599,0.0551308427201176,0.0747476202169325,0.177638088448373,0.18532229605463,0.521366176807227,0.940444725562779,2.26962128126606,4.63174063003565,9.73816117331956,17.8398962435718,28.0109823255738,36.9836895376714,42.8465734823648,48.1012090362719,59.8261885613283,61.4062757783485,61.8732971124952,63.4792082001473
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,..,..,1.85066552779557,1.93819913611696,2.02139988680161,11.1781801922647,28.3329899031527,31.6567897482652,47.7383481194552,56.9811134183724,66.0809124060794,104.16035850542,132.000670923838,133.157576691115,160.039367772323,156.344148319815,192.553276856236,199.664216353571,143.013843200216,127.085625382008,120.018041208761
Arab World,ARB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0388256339718067,0.0560618657430695,0.0635700870907396,0.0812980040550881,0.105012026801567,0.19762325519759,0.355462105251347,0.611174873183797,0.935105894542652,1.490951415154,3.17849592905688,5.74661080296725,8.52664458467019,11.5963824820255,16.8376943659025,26.7900399565812,38.8456720406888,52.5371804026995,62.9209688151243,76.1563666129976,87.6288181116766,98.873313879802,105.037174595446,110.012610322581,109.15226426569
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0367817512490623,0.075585346528882,0.138988317195146,0.329780857381351,0.701068622153627,1.16381892109268,1.89150032880493,5.62910956998472,7.39659559567715,10.540642447322,17.5810590485609,18.0874244208887,17.4519490973966,20.6535373030331,35.2722883702454,57.3289942567057,80.8188264138509,102.721528270687,117.221183351189,131.129449217276,141.383021999383,149.090622449436,156.56475598674,162.527421663231,158.735761979517
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.00945350843331732,0.159354829662435,0.25156137667132,0.26378393054541,0.568447429178134,0.833474947384933,2.3416131659907,3.76738453349635,6.71951037330136,10.5490134554285,41.9513598638122,62.7586975004365,48.4300860322527,73.8337700806629,130.43223274133,108.336200963524,111.914663156714,112.420655211408,115.923210198426
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.029310471165824,..,..,2.13878445335259,3.60598593665485,3.98141538029422,6.16435217012695,13.4825401105568,16.5092782143565,57.0542769177772,65.0560555818727,72.1043137659125,99.6425026837617,103.384950665294,108.132500247942,112.218061826337,119.203899589517,126.210337415449,129.728240007087,..,131.856540084388,134.873823012117,135.065889336853
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.081736076939,1.68262799845788,2.83537202477054,3.89287946646564,6.80781081339277,12.3701779617279,21.756867604335,24.6613747601334,26.1671573762439,33.188913820137,44.456266679862,57.1245096218519,64.2670098974746,71.903538298595,81.5095852156253,89.7628623066931,94.7014037422295,100.064604268965,102.194053664352,100.739011404518,100.426307443402,104.610550956231,105.585694973435,106.843497367233,131.230546848819
Austria,AUT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.960860370161621,1.49359918420353,2.21173070271278,2.80549888400697,3.50454919078257,4.80296973015158,7.47511812763715,14.470701975662,28.6288600234909,53.0778762770449,76.2693288573366,81.2603112763124,83.244725156467,89.3356956406293,97.5448169734817,105.175585572507,112.124675003349,119.256982795929,129.65515158061,136.579009953879,145.692819882684,154.426038997307,160.539738665691,156.230411605688,151.911251474679
Azerbaijan,AZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0.00651454933390036,0.0772120678344048,0.216497821713534,0.504939252652036,0.814081353028257,4.59745206721326,5.17878001050046,8.90740653293599,9.59205620254094,12.6293746279197,17.2061565053897,26.1811958290389,38.3554264128611,51.5272193476898,73.7581002400517,86.3219495171854,100.059320146045,109.9720704266,108.768338113854,107.613407242001,110.905363353238
"Bahamas, The",BHS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.749791291185856,0.773644016514619,0.977087302750501,0.885634717176002,..,1.46402428137833,1.74423113530129,2.16144607714968,2.78415871636211,5.42219586834877,10.5870855289009,19.9848187323642,39.3992344008361,38.7258256659823,57.6944789081886,69.2127941462466,75.3785508697284,109.340766966136,102.787506459207,101.218645272672,118.829230675344,81.5628488989466,80.653833745564,76.0518742679676,71.437720057192
Bahrain,BHR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.03781878599197,1.44296520126755,1.85231592096428,2.12054633935088,3.20774987708724,4.89596083231334,6.91395677396985,9.79963173752929,14.9080945757096,20.8246673105398,30.7864401808335,42.8747661892897,53.1014646279184,57.3932269337278,79.1907422867624,87.2169808102927,95.4237389728808,108.100523754956,129.097933941317,117.660773168146,125.20844769491,131.009990996036,161.167057587984,165.90888106707,173.27393347722
Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.000222358665452387,0.000435170315173754,0.000940619219856554,0.00208559994597462,0.00326794993396127,0.0208091035666283,0.0588334392701315,0.114644642810112,0.210751713972306,0.385958523130602,0.784635571337573,0.98070218074972,1.96945467532188,6.2877623795911,13.2057392217126,23.4676282299167,30.1682840815934,34.3533445125887,44.9453588152494,55.192567230597,62.8202390649473,74.4296460827392,75.924891634777
Barbados,BRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.186797347938887,0.305024083873959,0.596070519727642,1.1305398165683,1.75327266163814,2.38097042639948,3.02827600281173,4.5219881674643,7.62865299376455,10.654216100902,19.7956734353103,36.0609815823452,51.6902718908301,73.5247331974064,75.3706573868289,86.2492406964859,93.2383079300847,103.972135977582,120.807796248109,124.845218904692,123.46063221246,123.329837829822,108.10275291241,106.778156089853
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.00316210286086377,0.0168694193436269,0.0578757149201473,0.0644725646000722,0.0806971474689731,0.120576082863495,0.233757109651188,0.494446704189567,1.39442124648431,4.69538507881869,11.4266896604096,23.0379534302038,42.4171889618255,61.9519500259814,72.6106707640228,85.0582803053349,101.6840081946,108.869705944641,113.16886253701,113.517925439791,118.786176033844,122.501138584571
